Name,Classify
disulfide,Substance
molybdenite,Substance
mercury(I),Substance
bromide,Substance
Sodium,Substance
tetrachloroborate,Substance
amide,Substance
ion,Substance
ethylenediamine,Substance
urea,Substance
sulfanilic,Substance
Acid,Substance
hydroxylamine,Substance
urea,Substance
ammonia,Substance
ammonium,Substance
ion,Substance
ammonium,Substance
nitride,Substance
ammonium,Substance
bromide,Substance
ammonium,Substance
carbamate,Substance
ammonium,Substance
carbonate,Substance
ammonium,Substance
chloride,Substance
Ammonium,Substance
perchlorate,Substance
ammonium,Substance
hydrosulfide,Substance
ammonium,Substance
dihydrogen,Substance
arsenate,Substance
ammonium,Substance
nitrate,Substance
ammonium,Substance
carbamate,Substance
ammonium,Substance
cerium(IV),Substance
nitrate,Substance
ceric,Substance
ammonium,Substance
nitrate,Substance
CAN,Substance
ammonium,Substance
phosphate,Substance
ammonium,Substance
chromate,Substance
mercury(II),Substance
ammonium,Substance
thiocyanate,Substance
ammonium,Substance
hexachloroplatinate(IV),Substance
ammonium,Substance
hexathiocyanoplatinate(IV),Substance
ammonium,Substance
sulfate,Substance
nitrogen,Substance
triiodide,Substance
nitric,Substance
oxide,Substance
nitrogen,Substance
oxide,Substance
nitrogen(II),Substance
oxide,Substance
nitrogen,Substance
dioxide,Substance
nitrogen(IV),Substance
oxide,Substance
nitrite,Substance
ion,Substance
nitryl,Substance
chloride,Substance
nitrate,Substance
ion,Substance
nitrogen,Substance
hydrazine,Substance
nitrous,Substance
oxide,Substance
dinitrogen,Substance
oxide,Substance
nitrogen(I),Substance
oxide,Substance
dinitrogen,Substance
trioxide,Substance
nitrogen(III),Substance
oxide,Substance
dinitrogen,Substance
tetroxide,Substance
nitrogen(IV),Substance
oxide,Substance
dinitrogen,Substance
pentaoxide,Substance
nitrogen(V),Substance
oxide,Substance
trans-tetrazene,Substance
albite,Substance
sodium,Substance
metaarsenite,Substance
sodium,Substance
dicyanoaurate(I),Substance
Sodium,Substance
dichromate,Substance
dihydrate,Substance
sodium,Substance
tetranitratoborate(III),Substance
sodium,Substance
bromide,Substance
sodium,Substance
cyanide,Substance
pentafluorobenzoate,Substance
sodium,Substance
benzoate,Substance
thomsonite,Substance
sodium,Substance
chloride,Substance
rock-salt,Substance
halite,Substance
sodium,Substance
hydride,Substance
sodium,Substance
formate,Substance
sodium,Substance
bicarbonate,Substance
baking,Substance
soda,Substance
sodium,Substance
iodide,Substance
sodium,Substance
sulfanilate,Substance
sodium,Substance
nitrate,Substance
sodium,Substance
metaniobate,Substance
sodium,Substance
metaniobate,Substance
heptahydrate,Substance
sodium,Substance
hypochlorite,Substance
sodium,Substance
hydroxide,Substance
sodium,Substance
salt,Substance
of,Substance
cacodylic,Substance
acid,Substance
sodium,Substance
selenite,Substance
sodium,Substance
metatantalate,Substance
sodium,Substance
metavanadate,Substance
sodium,Substance
carbonate,Substance
soda,Substance
ash,Substance
sodium,Substance
oxalate,Substance
sodium,Substance
thiomolybdate,Substance
sodium,Substance
peroxide,Substance
sodium,Substance
oxide,Substance
sodium,Substance
monosulfide,Substance
sodium,Substance
sulfate,Substance
salt,Substance
cake,Substance
sodium,Substance
thiosulfate,Substance
sodium,Substance
disulfite,Substance
sodium,Substance
tetrasulfide,Substance
sodium,Substance
selenite,Substance
sodium,Substance
selenate,Substance
sodium,Substance
tellurite,Substance
sodium,Substance
tellurate,Substance
sodium,Substance
metatitanate,Substance
sodium,Substance
zincate,Substance
sodium,Substance
metazirconate,Substance
cryolite,Substance
sodium,Substance
tricarbonatocobaltate(III),Substance
sodium,Substance
orthovanadate,Substance
sodium,Substance
pyrovanadate,Substance
niobium(V),Substance
bromide,Substance
niobium(III),Substance
chloride,Substance
niobium(V),Substance
chloride,Substance
niobium(V),Substance
iodide,Substance
niobium(III),Substance
oxide,Substance
neodymium(II),Substance
chloride,Substance
neodymium,Substance
dichloride,Substance
neodymium(III),Substance
iodide,Substance
neodymium,Substance
diiodide,Substance
neodymium,Substance
hydroxide,Substance
neodymium(III),Substance
oxide,Substance
dineodymium,Substance
trioxide,Substance
nickel(III),Substance
arsenide,Substance
nickel,Substance
arsenic,Substance
sulfide,Substance
gersdorffite,Substance
nickel(II),Substance
bromide,Substance
nickel(II),Substance
bromide,Substance
trihydrate,Substance
nickel(II),Substance
bromide,Substance
hexahydrate,Substance
nickel,Substance
tetracarbonyl,Substance
nickel(II),Substance
oxalate,Substance
dihydrate,Substance
nickel(II),Substance
chloride,Substance
nickel(II),Substance
iron(III),Substance
oxide,Substance
nickel(II),Substance
iodide,Substance
nickel(II),Substance
hypophosphite,Substance
hexahydrate,Substance
nickel(II),Substance
orthomolybdate,Substance
nickel(II),Substance
nitrate,Substance
hexahydrate,Substance
nickel,Substance
oxo-hydroxide,Substance
nickel(II),Substance
oxide,Substance
nickel(II),Substance
hydroxide,Substance
nickel(II),Substance
sulfide,Substance
millerite,Substance
nickel,Substance
sulfate,Substance
nickel,Substance
sulfide,Substance
nickel(II),Substance
selenide,Substance
nickel(II),Substance
metatitanate,Substance
nickel(II),Substance
metavanadate,Substance
nickel(II),Substance
orthotungstate,Substance
nickel(II),Substance
orthosilicate,Substance
nickel(II),Substance
orthophosphate,Substance
nickel(II),Substance
antimonide,Substance
oxygen,Substance
dioxygen,Substance
superoxide,Substance
ion,Substance
peroxide,Substance
ion,Substance
oxygen,Substance
difluoride,Substance
dioxygen,Substance
difluoride,Substance
hydroxide,Substance
ion,Substance
ozone,Substance
ozonide,Substance
ion,Substance
diphosphorus,Substance
tetraiodine,Substance
diphosphorus,Substance
trisulfide,Substance
diphosphorus,Substance
triselenide,Substance
phosphorus,Substance
nitride,Substance
phosphine,Substance
phosphoryl,Substance
chloride,Substance
lead(II),Substance
iodate,Substance
lead(II),Substance
nitride,Substance
lead(II),Substance
nitrate,Substance
lead(II),Substance
hydroxide,Substance
plumbic,Substance
acid,Substance
lead,Substance
oxalate,Substance
lead,Substance
carbonate,Substance
lead,Substance
chromate,Substance
lead(II),Substance
fluoride,Substance
lead(II),Substance
iodide,Substance
lead(II),Substance
oxide,Substance
lead,Substance
dioxide,Substance
lead(II),Substance
sulfide,Substance
lead(II),Substance
sulfate,Substance
polonium,Substance
dibromide,Substance
polonium,Substance
dichloride,Substance
polonium,Substance
tetrachloride,Substance
polonium,Substance
hexafluoride,Substance
polonium,Substance
hydride,Substance
polonium,Substance
monoxide,Substance
polonium,Substance
dioxide,Substance
polonium,Substance
trioxide,Substance
radon,Substance
difluoride,Substance
ruthenium(III),Substance
chloride,Substance
ruthenium,Substance
hexafluoride,Substance
ruthenium,Substance
tetroxide,Substance
thiocyanate,Substance
sulfur,Substance
tetrafluoride,Substance
sulfur,Substance
hexafluoride,Substance
thionyl,Substance
difluoride,Substance
sulfur,Substance
dioxide,Substance
sulfuryl,Substance
chloride,Substance
sulfuryl,Substance
difluoride,Substance
peroxymonosulfurous,Substance
acid,Substance
(aqueous),Substance
sulfur,Substance
trioxide,Substance
sulfite,Substance
ion,Substance
sulfate,Substance
ion,Substance
sulfur(II),Substance
bromide,Substance
thiosulfate,Substance
ion,Substance
disulfate,Substance
ion,Substance
antimony(III),Substance
bromide,Substance
antimony(III),Substance
chloride,Substance
antimony(V),Substance
chloride,Substance
antimony(III),Substance
iodide,Substance
antimony(III),Substance
phosphate,Substance
antimony,Substance
oxysulfide,Substance
kermesite,Substance
antimony(III),Substance
oxide,Substance
antimony(V),Substance
oxide,Substance
antimony(III),Substance
sulfide,Substance
antimony(III),Substance
selenide,Substance
antimony(V),Substance
selenide,Substance
antimony(III),Substance
telluride,Substance
scandium,Substance
oxide,Substance
scandia,Substance
selenium(IV),Substance
bromide,Substance
selenium(I),Substance
chloride,Substance
selenium(IV),Substance
chloride,Substance
selenium(IV),Substance
oxychloride,Substance
selenyl,Substance
difluoride,Substance
selenium(IV),Substance
oxide,Substance
selenate,Substance
ion,Substance
selenium(IV),Substance
telluride,Substance
silicon(IV),Substance
bromide,Substance
silicon,Substance
carbide,Substance
silicon(IV),Substance
chloride,Substance
silane,Substance
silicon(IV),Substance
iodide,Substance
silicon(IV),Substance
dioxide,Substance
silica,Substance
quartz,Substance
silicate,Substance
ion,Substance
disilicate,Substance
ion,Substance
silicon,Substance
nitride,Substance
cyclosilicate,Substance
ion,Substance
tin(IV),Substance
bromotrichloride,Substance
tin(II),Substance
bromide,Substance
tin(IV),Substance
dibromodichloride,Substance
tin(IV),Substance
tribromochloride,Substance
tin(IV),Substance
bromide,Substance
tin(II),Substance
chloride,Substance
tin(IV),Substance
dichlorodiiodide,Substance
tin(IV),Substance
chloride,Substance
tin(IV),Substance
chromate,Substance
tin(IV),Substance
iodide,Substance
tin(IV),Substance
oxide,Substance
stannate,Substance
ion,Substance
tin(II),Substance
sulfide,Substance
tin(IV),Substance
sulfide,Substance
tin(IV),Substance
sulfate,Substance
dihydrate,Substance
tin(II),Substance
selenide,Substance
tin(IV),Substance
selenide,Substance
tin(II),Substance
telluride,Substance
tin(IV),Substance
telluride,Substance
tin(II),Substance
metavanadate,Substance
tin(IV),Substance
antimonide,Substance
strontium,Substance
bromide,Substance
strontium,Substance
bromide,Substance
hexahydrate,Substance
strontium,Substance
carbonate,Substance
strontium,Substance
chloride,Substance
strontium,Substance
oxalate,Substance
strontium,Substance
fluoride,Substance
strontium,Substance
iodide,Substance
strontium,Substance
iodide,Substance
hexahydrate,Substance
strontium,Substance
permanganate,Substance
strontium,Substance
orthomolybdate,Substance
strontium,Substance
metaniobate,Substance
strontium,Substance
oxide,Substance
strontium,Substance
ruthenate,Substance
strontium,Substance
sulfide,Substance
strontium,Substance
selenite,Substance
strontium,Substance
selenate,Substance
strontium,Substance
tellurite,Substance
strontium,Substance
tellurate,Substance
strontium,Substance
metatitanate,Substance
tritium,Substance
oxide,Substance
tritiated,Substance
water,Substance
tantalum(III),Substance
bromide,Substance
tantalum(V),Substance
bromide,Substance
tantalum(V),Substance
chloride,Substance
tantalum(V),Substance
iodide,Substance
tantalate,Substance
ion,Substance
pertechnetate,Substance
ion,Substance
tellurium(II),Substance
bromide,Substance
tellurium(II),Substance
bromide,Substance
tellurium(IV),Substance
bromide,Substance
tellurium(II),Substance
chloride,Substance
tellurium(IV),Substance
chloride,Substance
tellurium(II),Substance
iodide,Substance
tellurium(IV),Substance
iodide,Substance
tellurium(IV),Substance
oxide,Substance
tellurate,Substance
ion,Substance
yttrium,Substance
telluride,Substance
thorium,Substance
carbonate,Substance
thorium,Substance
nitrate,Substance
titanium(IV),Substance
bromide,Substance
titanium(IV),Substance
dichlorodiiodide,Substance
titanium(IV),Substance
trichloroiodide,Substance
titanium,Substance
tetrachloride,Substance
titanium,Substance
dioxide,Substance
rutile,Substance
titanate,Substance
ion,Substance
thallium(I),Substance
bromide,Substance
thallium(III),Substance
bromide,Substance
thallium(I),Substance
formate,Substance
thallium(I),Substance
acetate,Substance
thallium(I),Substance
malonate,Substance
thallium(I),Substance
chloride,Substance
thallium(III),Substance
chloride,Substance
thallium(I),Substance
fluoride,Substance
thallium(I),Substance
iodide,Substance
thallium(I),Substance
iodate,Substance
thallium(III),Substance
iodide,Substance
titanium(IV),Substance
iodide,Substance
Second,Property
Virial,Property
Coefficient,Property
Equation,Property
(term,Property
d1),Property
Second,Property
Viral,Property
Coefficient,Property
Equation,Property
(term,Property
e1),Property
titanium(IV),Substance
oxynitrate,Substance
hydrate,Substance
thallium(I),Substance
nitrate,Substance
thallium(I),Substance
hydroxide,Substance
thallium(I),Substance
hexafluorophosphate,Substance
thallium,Substance
thiocyanate,Substance
thallium(I),Substance
orthomolybdate,Substance
thallium(I),Substance
selenite,Substance
thallium(I),Substance
tellurite,Substance
thallium(I),Substance
orthotungstate,Substance
thallium(I),Substance
arsenide,Substance
uranium(IV),Substance
fluoride,Substance
uranium(VI),Substance
fluoride,Substance
vanadium(II),Substance
bromide,Substance
vanadium(III),Substance
bromide,Substance
vanadium(II),Substance
chloride,Substance
vanadium(III),Substance
chloride,Substance
vanadium,Substance
oxysulfate,Substance
vanadium(III),Substance
oxide,Substance
vanadium,Substance
pentoxide,Substance
divanadate,Substance
ion,Substance
pyrovanadate,Substance
ion,Substance
tungsten(II),Substance
bromide,Substance
tungsten(III),Substance
bromide,Substance
tungsten(IV),Substance
bromide,Substance
tungsten(V),Substance
bromide,Substance
tungsten(VI),Substance
bromide,Substance
tungsten(VI),Substance
carbonyl,Substance
tungsten(II),Substance
chloride,Substance
tungsten(III),Substance
chloride,Substance
tungsten(IV),Substance
chloride,Substance
tungsten(V),Substance
chloride,Substance
tungsten(VI),Substance
chloride,Substance
tungsten(IV),Substance
fluoride,Substance
tungsten(V),Substance
fluoride,Substance
tungsten(VI),Substance
fluoride,Substance
tungsten(II),Substance
iodide,Substance
tungsten(IV),Substance
iodide,Substance
tungsten(V),Substance
oxytribromide,Substance
tungsten(VI),Substance
oxytetrabromide,Substance
tungsten(V),Substance
oxytrichloride,Substance
tungsten(VI),Substance
oxytetrachloride,Substance
tungsten(VI),Substance
oxytetrafluoride,Substance
tungsten(IV),Substance
oxide,Substance
tungsten(VI),Substance
dioxydibromide,Substance
tungsten(VI),Substance
dioxydichloride,Substance
tungsten(VI),Substance
dioxydiiodide,Substance
tungsten(VI),Substance
oxide,Substance
tungstate,Substance
ion,Substance
tungsten(IV),Substance
sulfide,Substance
tungsten(VI),Substance
sulfide,Substance
tungsten(IV),Substance
selenide,Substance
tungsten(IV),Substance
telluride,Substance
tungsten,Substance
carbide,Substance
yttrium,Substance
arsenide,Substance
yttrium,Substance
boride,Substance
yttrium,Substance
bromide,Substance
yttrium,Substance
carbide,Substance
ytrrium,Substance
chloride,Substance
yttrium,Substance
fluoride,Substance
yttrium,Substance
phosphide,Substance
yttrium,Substance
antimonide,Substance
yttrium,Substance
vanadate,Substance
yttria,Substance
yttrium,Substance
oxide,Substance
yttrium,Substance
sulfide,Substance
ytterbium(II),Substance
bromide,Substance
ytterbium(III),Substance
bromide,Substance
ytterbium(II)chloride,Substance
ytterbium(III),Substance
chloride,Substance
ytterbium(III),Substance
chloride,Substance
hexahydrate,Substance
ytterbium(II),Substance
fluoride,Substance
ytterbium(III),Substance
fluoride,Substance
ytterbium(II),Substance
iodide,Substance
ytterbium(III),Substance
iodide,Substance
ytterbium(II),Substance
selenide,Substance
ytterbium(II),Substance
silicide,Substance
ytterbium(III),Substance
oxide,Substance
ytterbium(III),Substance
sulfide,Substance
ytterbium(III),Substance
selenide,Substance
ytterbium(II),Substance
telluride,Substance
zinc,Substance
aluminate,Substance
zinc,Substance
arsenite,Substance
zinc,Substance
bromide,Substance
zinc,Substance
cyanide,Substance
zinc,Substance
carbonate,Substance
zinc,Substance
caprylate,Substance
zinc,Substance
chlorate,Substance
zinc,Substance
chloride,Substance
zinc,Substance
chromite,Substance
zinc,Substance
fluoride,Substance
zinc,Substance
iodate,Substance
zinc,Substance
iodide,Substance
zinc,Substance
orthomolybdate,Substance
zinc,Substance
nitrite,Substance
zinc,Substance
nitrate,Substance
Second,Property
Virial,Property
Difference,Property
(Exp,Property
=-,Property
Eqn),Property
zinc,Substance
metaniobate,Substance
zinc(II),Substance
oxide,Substance
zinc,Substance
oxide,Substance
zinc,Substance
peroxide,Substance
zinc,Substance
hydroxide,Substance
zincate,Substance
ion,Substance
zinc,Substance
sulfide,Substance
sphalerite,Substance
zinc,Substance
thiocyanate,Substance
zinc,Substance
sulfate,Substance
zinc,Substance
antimonide,Substance
zinc,Substance
selenide,Substance
zinc,Substance
selenite,Substance
zinc,Substance
stannate,Substance
zinc,Substance
metatantalate,Substance
zinc,Substance
telluride,Substance
zinc,Substance
tellurite,Substance
zinc,Substance
tellurate,Substance
zinc,Substance
metatitanate,Substance
zinc,Substance
metavanadate,Substance
zinc,Substance
orthotungstate,Substance
zinc,Substance
metazirconate,Substance
zinc,Substance
pyrophosphate,Substance
zinc,Substance
orthosilicate,Substance
zinc,Substance
arsenate,Substance
zinc,Substance
arsenide,Substance
zinc,Substance
nitride,Substance
zinc,Substance
phosphide,Substance
zinc,Substance
phosphate,Substance
zinc,Substance
antimonide,Substance
zirconium,Substance
boride,Substance
zirconium,Substance
bromide,Substance
zirconium,Substance
carbide,Substance
zirconium,Substance
tetrachloride,Substance
zirconium,Substance
fluoride,Substance
zirconium,Substance
iodide,Substance
Second,Property
Virial,Property
Coefficient,Property
Equation,Property
(term,Property
b1),Property
zirconium,Substance
nitride,Substance
zirconium,Substance
hydroxide,Substance
zirconium,Substance
dioxide,Substance
baddeleyite,Substance
zirconate,Substance
ion,Substance
zirconium,Substance
phosphide,Substance
zirconium,Substance
sulfide,Substance
zirconium,Substance
silicide,Substance
zirconium,Substance
orthosilicate,Substance
zirconium,Substance
phosphate,Substance
benzonitrile,Substance
Heat,Property
of,Property
Mixing,Property
and,Property
Solution,Property
System,Property
Pressure,Property
System,Property
Temperature,Property
Mole,Property
Fraction,Property
of,Property
Component,Property
1,Property
(Liquid),Property
Molar,Property
Excess,Property
Enthalpy,Property
Refractive,Property
Index,Property
Wavelength,Property
Atmospheric,Property
Environment,Property
Surface,Property
Tension,Property
Mole,Property
Fraction,Property
of,Property
Component,Property
1,Property
(Gas),Property
Mass,Property
Density,Property
Molar,Property
Excess,Property
Volume,Property
Isothermal,Property
Compressibility,Property
Isentropic,Property
Compressibility,Property
Speed,Property
of,Property
Sound,Property
Isobaric,Property
Expansivity,Property
Liquid,Property
Pressure,Property
Weight,Property
Fraction,Property
of,Property
Component,Property
1,Property
(Liquid),Property
Volume,Property
Fraction,Property
of,Property
Component,Property
2,Property
(Liquid),Property
Dielectric,Property
Constant,Property
Dynamic,Property
Viscosity,Property
Vapor,Property
Pressure,Property
Melting,Property
Point,Property
Boiling,Property
Point,Property
(Expt.),Property
Molar,Property
Mass,Property
(Molecular,Property
Weight),Property
Solubility,Property
Mass,Property
Fraction,Property
of,Property
Component,Property
1,Property
(Liquid),Property
Second,Property
Virial,Property
Coefficient,Property
Activity,Property
Coefficient,Property
at,Property
Infinite,Property
dilution,Property
Mole,Property
Fraction,Property
of,Property
Component,Property
2,Property
(Liquid),Property
Mole,Property
Fraction,Property
of,Property
Component,Property
2,Property
(Gas),Property
Mass,Property
Fraction,Property
of,Property
Component,Property
2,Property
(Liquid),Property
Volume,Property
Fraction,Property
of,Property
Component,Property
1,Property
(Liquid),Property
Molar,Property
Concentration,Property
of,Property
Component,Property
1,Property
(Liquid),Property
Molar,Property
Concentration,Property
of,Property
Component,Property
2,Property
(Liquid),Property
Molality,Property
of,Property
Component,Property
2,Property
(Liquid),Property
Molality,Property
of,Property
Component,Property
1,Property
(Liquid),Property
Enthalpy,Property
of,Property
Phase,Property
Transition,Property
Kinematic,Property
Viscosity,Property
Relative,Property
Dynamic,Property
Viscosity,Property
(against,Property
water),Property
Antoine,Property
Coefficient,Property
A,Property
Antoine,Property
Coefficient,Property
B,Property
Antoine,Property
Coefficient,Property
C,Property
Data,Property
Temp,Property
Range,Property
Maximum,Property
Data,Property
Temp,Property
Range,Property
Minimum,Property
Reliable,Property
Temp,Property
Range,Property
Maximum,Property
Reliable,Property
Temp,Property
Range,Property
Minimum,Property
Boiling,Property
Point,Property
(Calc.),Property
Pressure,Property
at,Property
Boiling,Property
Point,Property
(calc.),Property
Extended,Property
Antoine,Property
Equation,Property
n,Property
Extended,Property
Antoine,Property
Equation,Property
E,Property
Extended,Property
Antoine,Property
Equation,Property
F,Property
Dynamic,Property
Viscosity,Property
Coefficient,Property
B,Property
(Temp,Property
in,Property
K),Property
Dynamic,Property
Viscosity,Property
Coefficient,Property
A,Property
(Temp,Property
in,Property
K),Property
Dynamic,Property
Viscosity,Property
Coefficient,Property
C,Property
(Temp,Property
in,Property
K),Property
Math,Property
operator,Property
Dynamic,Property
Viscosity,Property
Coefficient,Property
A,Property
(Temp,Property
in,Property
í‰ŒÁC),Property
Dynamic,Property
Viscosity,Property
Coefficient,Property
B,Property
(Temp,Property
in,Property
í‰ŒÁC),Property
Dynamic,Property
Viscosity,Property
Coefficient,Property
C,Property
(Temp,Property
in,Property
í‰ŒÁC),Property
System,Property
Temperature,Property
Range,Property
(max/min),Property
Refractive,Property
index,Property
coefficient,Property
A,Property
Refractive,Property
index,Property
coefficient,Property
B,Property
Dielectric,Property
Constant,Property
Coefficient,Property
A,Property
(Temp,Property
in,Property
K),Property
Dielectric,Property
Constant,Property
Coefficient,Property
B,Property
(Temp,Property
in,Property
K),Property
Dielectric,Property
Constant,Property
Coefficient,Property
C,Property
(Temp,Property
in,Property
K),Property
Data,Property
multiplier,Property
(exponent),Property
Second,Property
Interactioní‰ŒæVirial,Property
Coefficient,Property
Second,Property
Interaction,Property
Virial,Property
Coefficient,Property
Equation,Property
(term,Property
a12),Property
Second,Property
Interaction,Property
Virial,Property
Coefficient,Property
Equation,Property
(term,Property
b12),Property
Second,Property
Interaction,Property
Virial,Property
Coefficient,Property
Equation,Property
(term,Property
c12),Property
Second,Property
Interaction,Property
Virial,Property
Coefficient,Property
Equation,Property
(term,Property
d12),Property
Second,Property
Interaction,Property
Virial,Property
Coefficient,Property
Equation,Property
(term,Property
e12),Property
Second,Property
Interaction,Property
Virial,Property
Difference,Property
(Exp,Property
=-,Property
Eqn),Property
Second,Property
Interaction,Property
Virial,Property
Coefficient,Property
Excess,Property
Azeotropic,Property
Composition,Property
(Component,Property
1),Property
Azeotropic,Property
Composition,Property
(Component,Property
2),Property
Third,Property
Virial,Property
Coefficient,Property
Third,Property
Interaction,Property
Virial,Property
Coefficient,Property
-112,Property
Third,Property
Interaction,Property
Virial,Property
Coefficient,Property
-122,Property
Thermal,Property
Expansion,Property
Coefficient,Property
Excess,Property
Heat,Property
Capacity,Property
Heat,Property
Capacity,Property
Second,Property
Virial,Property
Coefficient,Property
Equation,Property
(term,Property
a1),Property
Second,Property
Virial,Property
Coefficient,Property
Equation,Property
(term,Property
c1),Property
